poll_time,event_pk,pair,fight_slug,event_date,event_name,promotion,side1_key,side2_key,book,book_role,dec1,dec2,amer1,amer2,source_offer_ts,source_change_age_h,cycle_status,offer_id,offer_category,offer_status,disabled
2026-08-30T06:26:01.545087+00:00,9648,kurtis campbell|trevor peek,kurtis-campbell-vs-trevor-peek-80036,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,kurtis campbell,trevor peek,Bookmaker,sportsbook,1.2933,3.6100,-341,+261,2026-08-25T10:15:28.322722+00:00,116.18,complete,T2ZmZXJOb2RlOjEwMzY5MjA5Mw==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,kurtis campbell|trevor peek,kurtis-campbell-vs-trevor-peek-80036,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,kurtis campbell,trevor peek,Stake,sportsbook,1.2899,3.6000,-345,+260,2026-08-25T00:31:21.683177+00:00,125.91,complete,T2ZmZXJOb2RlOjEwMzY5MTk0Mg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,kurtis campbell|trevor peek,kurtis-campbell-vs-trevor-peek-80036,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,kurtis campbell,trevor peek,DraftKings,sportsbook,1.2899,3.7500,-345,+275,2026-08-28T04:41:16.021747+00:00,49.75,complete,T2ZmZXJOb2RlOjEwMzY5MTkyMg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,kurtis campbell|trevor peek,kurtis-campbell-vs-trevor-peek-80036,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,kurtis campbell,trevor peek,MyBookie,sportsbook,1.2857,3.5500,-350,+255,2026-08-29T18:04:56.190955+00:00,12.35,complete,T2ZmZXJOb2RlOjEwMzY5MTc1MQ==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,kurtis campbell|trevor peek,kurtis-campbell-vs-trevor-peek-80036,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,kurtis campbell,trevor peek,ReBet,sportsbook,1.2857,3.5500,-350,+255,2026-08-29T18:15:22.314534+00:00,12.18,complete,T2ZmZXJOb2RlOjEwMzY5MTczMg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,kurtis campbell|trevor peek,kurtis-campbell-vs-trevor-peek-80036,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,kurtis campbell,trevor peek,Polymarket,exchange,1.3509,3.7000,-285,+270,2026-08-28T19:09:33.526813+00:00,35.27,complete,T2ZmZXJOb2RlOjEwMzY5MDM0OA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,kurtis campbell|trevor peek,kurtis-campbell-vs-trevor-peek-80036,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,kurtis campbell,trevor peek,Polymarket(US),exchange,1.3509,3.7000,-285,+270,2026-08-30T05:00:42.333368+00:00,1.42,complete,T2ZmZXJOb2RlOjEwMzY2NTA3OA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,Kalshi,exchange,2.7000,1.5618,+170,-178,2026-08-30T05:19:25.966521+00:00,1.11,complete,T2ZmZXJOb2RlOjEwMzcwMjIzNA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,Caesars,sportsbook,2.5500,1.5405,+155,-185,2026-08-29T22:05:17.499836+00:00,8.35,complete,T2ZmZXJOb2RlOjEwMzcwMTk4MA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,Bet365,sportsbook,2.6000,1.5208,+160,-192,2026-08-29T20:31:06.367160+00:00,9.92,complete,T2ZmZXJOb2RlOjEwMzY5OTIyNA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,4casters,exchange,2.3700,1.4831,+137,-207,2026-08-30T06:25:32.764073+00:00,0.01,complete,T2ZmZXJOb2RlOjEwMzcwMTgzMA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,Circa,sportsbook,2.6500,1.5263,+165,-190,2026-08-29T18:21:28.558739+00:00,12.08,complete,T2ZmZXJOb2RlOjEwMzcwMTkwMg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,4Cx,exchange,2.3900,1.4831,+139,-207,2026-08-30T06:21:30.976072+00:00,0.08,complete,T2ZmZXJOb2RlOjEwMzcwMTg0MA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,BetMGM,sportsbook,2.4500,1.5556,+145,-180,2026-08-29T13:22:18.875081+00:00,17.06,complete,T2ZmZXJOb2RlOjEwMzcwMTgxNQ==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,ProphetX,exchange,2.5000,1.5208,+150,-192,2026-08-30T04:56:23.674315+00:00,1.49,complete,T2ZmZXJOb2RlOjEwMzcwMTA1NA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,HardRockBet,sportsbook,2.5000,1.5405,+150,-185,2026-08-27T17:42:55.223386+00:00,60.72,complete,T2ZmZXJOb2RlOjEwMzcwMDMwNw==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,Cloudbet,sportsbook,2.5000,1.5102,+150,-196,2026-08-27T12:03:49.290576+00:00,66.37,complete,T2ZmZXJOb2RlOjEwMzY5NTgxNQ==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,BetRivers,sportsbook,2.5000,1.5405,+150,-185,2026-08-26T15:03:23.847179+00:00,87.38,complete,T2ZmZXJOb2RlOjEwMzY5Nzk0Mw==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,Bookmaker,sportsbook,2.4900,1.5405,+149,-185,2026-08-26T14:45:24.119779+00:00,87.68,complete,T2ZmZXJOb2RlOjEwMzY5MjA5NA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,Bovada,sportsbook,2.5800,1.5464,+158,-183,2026-08-30T02:54:11.521960+00:00,3.53,complete,T2ZmZXJOb2RlOjEwMzY5NDgwMg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,Betway,sportsbook,2.5000,1.5319,+150,-188,2026-08-25T16:31:43.352324+00:00,109.91,complete,T2ZmZXJOb2RlOjEwMzY5NDUwOA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,YouWager,sportsbook,2.6100,1.5405,+161,-185,2026-08-30T02:55:21.514336+00:00,3.51,complete,T2ZmZXJOb2RlOjEwMzY5MzgzMA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,Pinnacle,sportsbook,2.5700,1.5405,+157,-185,2026-08-25T14:53:46.136803+00:00,111.54,complete,T2ZmZXJOb2RlOjEwMzY5MzM2NQ==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,Bet105,sportsbook,2.5700,1.5405,+157,-185,2026-08-25T14:33:26.300015+00:00,111.88,complete,T2ZmZXJOb2RlOjEwMzY5MzE0MA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,BetUS,sportsbook,2.5400,1.5405,+154,-185,2026-08-30T02:55:24.920898+00:00,3.51,complete,T2ZmZXJOb2RlOjEwMzY5MzA3NQ==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,FanDuel,sportsbook,2.4400,1.5376,+144,-186,2026-08-29T20:01:56.297951+00:00,10.4,complete,T2ZmZXJOb2RlOjEwMzY5MjcyMg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,Stake,sportsbook,2.5500,1.5208,+155,-192,2026-08-30T03:29:43.481222+00:00,2.94,complete,T2ZmZXJOb2RlOjEwMzY5MTk0MQ==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,DraftKings,sportsbook,2.5400,1.5405,+154,-185,2026-08-30T03:10:50.267772+00:00,3.25,complete,T2ZmZXJOb2RlOjEwMzY5MTkxNw==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,ReBet,sportsbook,2.5100,1.5102,+151,-196,2026-08-30T03:00:57.800309+00:00,3.42,complete,T2ZmZXJOb2RlOjEwMzY5MTkwOA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,MyBookie,sportsbook,2.5100,1.5102,+151,-196,2026-08-30T03:00:07.432642+00:00,3.43,complete,T2ZmZXJOb2RlOjEwMzY5MTkwMA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,Novig,exchange,2.6700,1.5263,+167,-190,2026-08-30T05:45:24.254696+00:00,0.68,complete,T2ZmZXJOb2RlOjEwMzY5MDgxNg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,BetOnline,sportsbook,2.6100,1.5405,+161,-185,2026-08-30T02:53:19.254663+00:00,3.55,complete,T2ZmZXJOb2RlOjEwMzY5MDc5MA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,Polymarket,exchange,2.6300,1.5882,+163,-170,2026-08-29T22:34:24.114360+00:00,7.86,complete,T2ZmZXJOb2RlOjEwMzY5MDM1Nw==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,modestas bukauskas|oumar sy,oumar-sy-vs-modestas-bukauskas-80094,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,modestas bukauskas,oumar sy,Polymarket(US),exchange,2.6300,1.5882,+163,-170,2026-08-30T05:15:59.080749+00:00,1.17,complete,T2ZmZXJOb2RlOjEwMzY3ODEyNg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,Kalshi,exchange,2.4400,1.6410,+144,-156,2026-08-30T05:24:35.787982+00:00,1.02,complete,T2ZmZXJOb2RlOjEwMzcwMjIzMA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,Caesars,sportsbook,2.3500,1.6250,+135,-160,2026-08-29T22:05:17.448186+00:00,8.35,complete,T2ZmZXJOb2RlOjEwMzcwMTk3OQ==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,ProphetX,exchange,2.2700,1.6173,+127,-162,2026-08-29T19:03:07.519465+00:00,11.38,complete,T2ZmZXJOb2RlOjEwMzcwMTY4Ng==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,Circa,sportsbook,2.3500,1.6452,+135,-155,2026-08-29T18:21:28.792874+00:00,12.08,complete,T2ZmZXJOb2RlOjEwMzcwMTkwNQ==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,BetMGM,sportsbook,2.3500,1.6061,+135,-165,2026-08-29T16:37:24.948169+00:00,13.81,complete,T2ZmZXJOb2RlOjEwMzcwMTg4NA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,4Cx,exchange,2.1600,1.5376,+116,-186,2026-08-29T19:26:49.184908+00:00,10.99,complete,T2ZmZXJOb2RlOjEwMzcwMTg0Mg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,4casters,exchange,2.1900,1.5495,+119,-182,2026-08-29T19:30:55.051505+00:00,10.92,complete,T2ZmZXJOb2RlOjEwMzcwMTgyNg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,Novig,exchange,2.3000,1.6250,+130,-160,2026-08-29T19:31:25.317374+00:00,10.91,complete,T2ZmZXJOb2RlOjEwMzcwMTc0NQ==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,Polymarket,exchange,2.4400,1.6667,+144,-150,2026-08-28T23:34:48.173713+00:00,30.85,complete,T2ZmZXJOb2RlOjEwMzcwMTQzOA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,Betway,sportsbook,2.2000,1.6667,+120,-150,2026-08-28T15:11:27.111285+00:00,39.24,complete,T2ZmZXJOb2RlOjEwMzcwMTIzMw==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,HardRockBet,sportsbook,2.2000,1.6667,+120,-150,2026-08-27T17:42:55.022179+00:00,60.72,complete,T2ZmZXJOb2RlOjEwMzcwMDMwNg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,Bet365,sportsbook,2.3000,1.6410,+130,-156,2026-08-27T04:00:43.489308+00:00,74.42,complete,T2ZmZXJOb2RlOjEwMzY5OTIyMg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,Stake,sportsbook,2.3400,1.5988,+134,-167,2026-08-30T03:29:43.407990+00:00,2.94,complete,T2ZmZXJOb2RlOjEwMzY5ODUwNA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,ReBet,sportsbook,2.3200,1.5917,+132,-169,2026-08-30T02:30:52.193937+00:00,3.92,complete,T2ZmZXJOb2RlOjEwMzY5ODM4Mw==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,MyBookie,sportsbook,2.3200,1.5917,+132,-169,2026-08-30T02:29:28.286594+00:00,3.94,complete,T2ZmZXJOb2RlOjEwMzY5ODM4MQ==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,DraftKings,sportsbook,2.3000,1.6452,+130,-155,2026-08-26T15:43:07.915914+00:00,86.71,complete,T2ZmZXJOb2RlOjEwMzY5Nzk1Mg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,BetRivers,sportsbook,2.2000,1.6711,+120,-149,2026-08-26T15:03:23.917566+00:00,87.38,complete,T2ZmZXJOb2RlOjEwMzY5Nzk0NA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,Cloudbet,sportsbook,2.2900,1.6098,+129,-164,2026-08-29T19:02:59.666949+00:00,11.38,complete,T2ZmZXJOb2RlOjEwMzY5NTkxNw==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,Bovada,sportsbook,2.3300,1.6452,+133,-155,2026-08-29T13:29:17.201010+00:00,16.95,complete,T2ZmZXJOb2RlOjEwMzY5NDc5OA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,Polymarket(US),exchange,2.4400,1.6667,+144,-150,2026-08-30T05:30:46.999754+00:00,0.92,complete,T2ZmZXJOb2RlOjEwMzY5NDY0Mg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,FanDuel,sportsbook,2.3000,1.6024,+130,-166,2026-08-29T20:01:56.286749+00:00,10.4,complete,T2ZmZXJOb2RlOjEwMzY5NDIwNw==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,YouWager,sportsbook,2.4000,1.6250,+140,-160,2026-08-30T02:25:27.751278+00:00,4.01,complete,T2ZmZXJOb2RlOjEwMzY5MzgyMg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,Pinnacle,sportsbook,2.3300,1.6410,+133,-156,2026-08-29T19:21:49.309632+00:00,11.07,complete,T2ZmZXJOb2RlOjEwMzY5MzM2OQ==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,Bet105,sportsbook,2.3300,1.6410,+133,-156,2026-08-29T19:03:31.250207+00:00,11.38,complete,T2ZmZXJOb2RlOjEwMzY5MzE0Mw==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,BetUS,sportsbook,2.3400,1.6250,+134,-160,2026-08-30T02:31:13.683182+00:00,3.91,complete,T2ZmZXJOb2RlOjEwMzY5MzA3Ng==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,Bookmaker,sportsbook,2.3000,1.6250,+130,-160,2026-08-26T05:15:36.549804+00:00,97.17,complete,T2ZmZXJOb2RlOjEwMzY5MjA5NQ==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,fabia sintes|michael aljarouj,michael-aljarouj-vs-fabia-sintes-80035,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,fabia sintes,michael aljarouj,BetOnline,sportsbook,2.4000,1.6250,+140,-160,2026-08-30T02:24:30.819759+00:00,4.03,complete,T2ZmZXJOb2RlOjEwMzY5MDgzMg==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,klaudia sygula|nora cornolle,nora-cornolle-vs-klaudia-sygula-80096,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,klaudia sygula,nora cornolle,Kalshi,exchange,2.1300,1.8547,+113,-117,2026-08-30T06:24:36.527024+00:00,0.02,complete,T2ZmZXJOb2RlOjEwMzcwMjIzMw==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,klaudia sygula|nora cornolle,nora-cornolle-vs-klaudia-sygula-80096,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,klaudia sygula,nora cornolle,Caesars,sportsbook,2.0500,1.8000,+105,-125,2026-08-29T22:05:17.394077+00:00,8.35,complete,T2ZmZXJOb2RlOjEwMzcwMTk3OA==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,klaudia sygula|nora cornolle,nora-cornolle-vs-klaudia-sygula-80096,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,klaudia sygula,nora cornolle,Bet365,sportsbook,2.2500,1.6579,+125,-152,2026-08-29T20:31:06.416344+00:00,9.92,complete,T2ZmZXJOb2RlOjEwMzY5OTIyMw==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,klaudia sygula|nora cornolle,nora-cornolle-vs-klaudia-sygula-80096,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,klaudia sygula,nora cornolle,Circa,sportsbook,2.0000,1.8333,+100,-120,2026-08-29T18:21:28.641145+00:00,12.08,complete,T2ZmZXJOb2RlOjEwMzcwMTkwMw==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,klaudia sygula|nora cornolle,nora-cornolle-vs-klaudia-sygula-80096,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,klaudia sygula,nora cornolle,4Cx,exchange,2.0000,1.7042,-100,-142,2026-08-30T01:16:31.780900+00:00,5.16,complete,T2ZmZXJOb2RlOjEwMzcwMTg0Mw==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,klaudia sygula|nora cornolle,nora-cornolle-vs-klaudia-sygula-80096,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,klaudia sygula,nora cornolle,4casters,exchange,2.0200,1.7194,+102,-139,2026-08-30T01:15:35.438894+00:00,5.17,complete,T2ZmZXJOb2RlOjEwMzcwMTgyNw==,A_1,O,0
2026-08-30T06:26:01.545087+00:00,9648,klaudia sygula|nora cornolle,nora-cornolle-vs-klaudia-sygula-80096,2026-09-05,UFC Fight Night 287: Hooker vs. Parnasse,ufc,klaudia sygula,nora cornolle,BetMGM,sportsbook,2.1000,1.7407,+110,-135,2026-08-29T13:22:18.952827+00:00,17.06,complete,T2ZmZXJOb2RlOjEwMzcwMTgxNg==,A_1,O,0
