poll_time,event_pk,event_date,event_name,promotion,fight_slug,offer_id,outcome_id,book,book_role,type_id,category,subcategory,description,not_description,offer_value,type_value,outcome_name,outcome_fighter_slug,is_not,american,american_open,american_best,american_worst,source_offer_ts,source_created_at,source_change_age_h,offer_status,disabled,cycle_status
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzY3NQ==,T3V0Y29tZU5vZGU6NjgyNTU5NA==,Bookmaker,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Over 1.5,,0,-135,-135,-135,-135,2026-09-01T00:16:00.131471+00:00,2026-09-01T00:15:59.776332+00:00,0.58,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzY3NQ==,T3V0Y29tZU5vZGU6NjgyNTU5NQ==,Bookmaker,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Under 1.5,,1,+105,+105,+105,+105,2026-09-01T00:16:00.131471+00:00,2026-09-01T00:15:59.776332+00:00,0.58,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzY2Ng==,T3V0Y29tZU5vZGU6NjgyNTU3Ng==,BetUS,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Over 1.5,,0,-130,-130,-130,-130,2026-08-31T23:45:49.673862+00:00,2026-08-31T23:45:49.060919+00:00,1.08,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzY2Ng==,T3V0Y29tZU5vZGU6NjgyNTU3Nw==,BetUS,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Under 1.5,,1,+100,+100,+100,+100,2026-08-31T23:45:49.673862+00:00,2026-08-31T23:45:49.060919+00:00,1.08,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzY1NA==,T3V0Y29tZU5vZGU6NjgyNTU1Mg==,Caesars,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Over 1.5,,0,-125,-125,-125,-125,2026-08-31T23:05:17.266610+00:00,2026-08-31T23:05:15.941201+00:00,1.76,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzY1NA==,T3V0Y29tZU5vZGU6NjgyNTU1Mw==,Caesars,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Under 1.5,,1,-105,-105,-105,-105,2026-08-31T23:05:17.266610+00:00,2026-08-31T23:05:15.941201+00:00,1.76,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzY0OQ==,T3V0Y29tZU5vZGU6NjgyNTU0Mg==,Caesars,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Over 1.5,,0,-125,-125,-125,-125,2026-08-31T23:05:17.149247+00:00,2026-08-31T23:05:15.910452+00:00,1.76,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzY0OQ==,T3V0Y29tZU5vZGU6NjgyNTU0Mw==,Caesars,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Under 1.5,,1,-105,-105,-105,-105,2026-08-31T23:05:17.149247+00:00,2026-08-31T23:05:15.910452+00:00,1.76,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzY0NA==,T3V0Y29tZU5vZGU6NjgyNTUzMg==,Caesars,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Over 1.5,,0,-125,-125,-125,-125,2026-08-31T23:05:17.011363+00:00,2026-08-31T23:05:15.882910+00:00,1.76,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzY0NA==,T3V0Y29tZU5vZGU6NjgyNTUzMw==,Caesars,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Under 1.5,,1,-105,-105,-105,-105,2026-08-31T23:05:17.011363+00:00,2026-08-31T23:05:15.882910+00:00,1.76,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzYzOQ==,T3V0Y29tZU5vZGU6NjgyNTUyMg==,Caesars,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Over 1.5,,0,-125,-125,-125,-125,2026-08-31T23:05:16.861309+00:00,2026-08-31T23:05:15.853307+00:00,1.76,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzYzOQ==,T3V0Y29tZU5vZGU6NjgyNTUyMw==,Caesars,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Under 1.5,,1,-105,-105,-105,-105,2026-08-31T23:05:16.861309+00:00,2026-08-31T23:05:15.853307+00:00,1.76,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzYzNA==,T3V0Y29tZU5vZGU6NjgyNTUxMg==,Caesars,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Over 1.5,,0,-125,-125,-125,-125,2026-08-31T23:05:16.691498+00:00,2026-08-31T23:05:15.825548+00:00,1.76,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzYzNA==,T3V0Y29tZU5vZGU6NjgyNTUxMw==,Caesars,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Under 1.5,,1,-105,-105,-105,-105,2026-08-31T23:05:16.691498+00:00,2026-08-31T23:05:15.825548+00:00,1.76,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzYyOQ==,T3V0Y29tZU5vZGU6NjgyNTUwMg==,Caesars,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Over 1.5,,0,-125,-125,-125,-125,2026-08-31T23:05:16.581460+00:00,2026-08-31T23:05:15.780535+00:00,1.76,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzYyOQ==,T3V0Y29tZU5vZGU6NjgyNTUwMw==,Caesars,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Under 1.5,,1,-105,-105,-105,-105,2026-08-31T23:05:16.581460+00:00,2026-08-31T23:05:15.780535+00:00,1.76,O,0,complete
2026-09-01T00:50:46.849463+00:00,9110,2026-09-01,Dana White's Contender Series: Contender Series 2026: Week 4,dwcs,adam-darby-vs-patrick-rivera-80335,T2ZmZXJOb2RlOjEwMzcwMzYyNA==,T3V0Y29tZU5vZGU6NjgyNTQ5Mg==,Caesars,sportsbook,OVERUNDER_1.5,A_4,A_1,Over 1.5 rounds,Under 1.5 rounds,,1.5,Over 1.5,,0,-125,-125,-125,-125,2026-08-31T23:05:16.485892+00:00,2026-08-31T23:05:15.717120+00:00,1.76,O,0,complete
