poll_time,league_id,matchup_id,home,away,start_time,period,bet_type,side,line,american,is_alt,max_risk,currency_hint,cutoff_at,version
2026-08-31T05:48:27.386152+00:00,1624,1634729587,Ryan Spann,Mario Pinto,2026-09-05T16:00:00Z,0,ml,away,,-279,0,2050,account_ccy,2026-09-05T16:00:00+00:00,3711091797
2026-08-31T05:48:27.386152+00:00,1624,1634729587,Ryan Spann,Mario Pinto,2026-09-05T16:00:00Z,0,ou,over,1.5,102,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711091797
2026-08-31T05:48:27.386152+00:00,1624,1634729587,Ryan Spann,Mario Pinto,2026-09-05T16:00:00Z,0,ou,under,1.5,-124,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711091797
2026-08-31T05:48:27.386152+00:00,1624,1634730959,Luis Felipe Dias,Matthieu Duclos,2026-09-05T16:00:00Z,0,ml,home,,-101,0,2050,account_ccy,2026-09-05T16:00:00+00:00,3711079891
2026-08-31T05:48:27.386152+00:00,1624,1634730959,Luis Felipe Dias,Matthieu Duclos,2026-09-05T16:00:00Z,0,ml,away,,-116,0,2050,account_ccy,2026-09-05T16:00:00+00:00,3711079891
2026-08-31T05:48:27.386152+00:00,1624,1634730959,Luis Felipe Dias,Matthieu Duclos,2026-09-05T16:00:00Z,0,ou,over,1.5,112,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711079891
2026-08-31T05:48:27.386152+00:00,1624,1634730959,Luis Felipe Dias,Matthieu Duclos,2026-09-05T16:00:00Z,0,ou,under,1.5,-136,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711079891
2026-08-31T05:48:27.386152+00:00,1624,1634729590,Sofia Montenegro,Delphine Benouaich,2026-09-05T16:00:00Z,0,ml,home,,135,0,2050,account_ccy,2026-09-05T16:00:00+00:00,3711079958
2026-08-31T05:48:27.386152+00:00,1624,1634729590,Sofia Montenegro,Delphine Benouaich,2026-09-05T16:00:00Z,0,ml,away,,-158,0,2050,account_ccy,2026-09-05T16:00:00+00:00,3711079958
2026-08-31T05:48:27.386152+00:00,1624,1634729590,Sofia Montenegro,Delphine Benouaich,2026-09-05T16:00:00Z,0,ou,over,2.5,-258,0,1025,account_ccy,2026-09-05T16:00:00+00:00,3711079958
