poll_time,event_slug,event_name,matchup_id,side,selection,row_kind,book_id,book,american,move_arrow
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44228,1,Milos Janicic,moneyline,29,Kalshi,101,
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44228,1,Milos Janicic,moneyline,21,FanDuel,102,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44228,1,Milos Janicic,moneyline,24,Caesars,100,▼
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44228,1,Milos Janicic,moneyline,25,BetRivers,-103,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44228,1,Milos Janicic,moneyline,20,BetWay,-105,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44228,1,Milos Janicic,moneyline,26,Unibet,-103,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44228,2,Noah Gugnon,moneyline,29,Kalshi,-121,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44228,2,Noah Gugnon,moneyline,21,FanDuel,-120,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44228,2,Noah Gugnon,moneyline,24,Caesars,-120,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44228,2,Noah Gugnon,moneyline,25,BetRivers,-121,▼
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44228,2,Noah Gugnon,moneyline,20,BetWay,-120,▼
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44228,2,Noah Gugnon,moneyline,26,Unibet,-121,▼
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44222,1,Ludovit Klein,moneyline,28,Polymarket,-233,▼
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44222,1,Ludovit Klein,moneyline,29,Kalshi,-251,
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44222,1,Ludovit Klein,moneyline,21,FanDuel,-255,▲
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44222,1,Ludovit Klein,moneyline,24,Caesars,-275,▼
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44222,1,Ludovit Klein,moneyline,25,BetRivers,-265,▼
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44222,1,Ludovit Klein,moneyline,20,BetWay,-250,▼
2026-08-01T01:11:34.022763+00:00,ufc-belgrade-4285,UFC Belgrade Odds,44222,1,Ludovit Klein,moneyline,26,Unibet,-265,▼
